year,county,candidate,party,candidatevotes
2004,Erie,George W. Bush,republican,173198.0
2004,Essex,John Kerry,democrat,8474.0
2004,Essex,George W. Bush,republican,9390.0
2004,Franklin,John Kerry,democrat,9286.0
2004,Franklin,George W. Bush,republican,8103.0
2004,Fulton,John Kerry,democrat,8919.0
2004,Fulton,George W. Bush,republican,12042.0
2004,Genesee,John Kerry,democrat,9970.0
2004,Genesee,George W. Bush,republican,15701.0
2004,Greene,John Kerry,democrat,8607.0
2004,Greene,George W. Bush,republican,12159.0
2004,Hamilton,John Kerry,democrat,1120.0
2004,Hamilton,George W. Bush,republican,2358.0
2004,Herkimer,John Kerry,democrat,11383.0
2004,Herkimer,George W. Bush,republican,15265.0
2004,Jefferson,John Kerry,democrat,16342.0
2004,Jefferson,George W. Bush,republican,20248.0
2004,Kings,John Kerry,democrat,494165.0
2004,Kings,George W. Bush,republican,159200.0
2004,Lewis,John Kerry,democrat,4417.0
2004,Lewis,George W. Bush,republican,6348.0
2004,Livingston,John Kerry,democrat,11107.0
2004,Livingston,George W. Bush,republican,16885.0
2004,Madison,John Kerry,democrat,12665.0
2004,Madison,George W. Bush,republican,15584.0
2004,Monroe,John Kerry,democrat,168088.0
2004,Monroe,George W. Bush,republican,153374.0
2004,Montgomery,John Kerry,democrat,9175.0
2004,Montgomery,George W. Bush,republican,10763.0
2004,Nassau,John Kerry,democrat,317283.0
2004,Nassau,George W. Bush,republican,273502.0
2004,New York,John Kerry,democrat,509841.0
2004,New York,George W. Bush,republican,104883.0
2004,Niagara,John Kerry,democrat,45644.0
2004,Niagara,George W. Bush,republican,44525.0
2004,Oneida,John Kerry,democrat,39658.0
2004,Oneida,George W. Bush,republican,49569.0
2004,Onondaga,John Kerry,democrat,112618.0
2004,Onondaga,George W. Bush,republican,88123.0
2004,Ontario,John Kerry,democrat,20503.0
2004,Ontario,George W. Bush,republican,26611.0
2004,Orange,John Kerry,democrat,61642.0
2004,Orange,George W. Bush,republican,75010.0
2004,Orleans,John Kerry,democrat,5734.0
2004,Orleans,George W. Bush,republican,9796.0
2004,Oswego,John Kerry,democrat,23261.0
2004,Oswego,George W. Bush,republican,24675.0
2004,Otsego,John Kerry,democrat,12402.0
2004,Otsego,George W. Bush,republican,12768.0
2004,Putnam,John Kerry,democrat,18892.0
2004,Putnam,George W. Bush,republican,24397.0
2004,Queens,John Kerry,democrat,422609.0
2004,Queens,George W. Bush,republican,157948.0
2004,Rensselaer,John Kerry,democrat,34741.0
2004,Rensselaer,George W. Bush,republican,32290.0
2004,Richmond,John Kerry,democrat,66255.0
2004,Richmond,George W. Bush,republican,85302.0
2004,Rockland,John Kerry,democrat,62391.0
2004,Rockland,George W. Bush,republican,61510.0
2004,St. Lawrence,John Kerry,democrat,22173.0
2004,St. Lawrence,George W. Bush,republican,17310.0
2004,Saratoga,John Kerry,democrat,47367.0
2004,Saratoga,George W. Bush,republican,53709.0
2004,Schenectady,John Kerry,democrat,34762.0
2004,Schenectady,George W. Bush,republican,30002.0
2004,Schoharie,John Kerry,democrat,5455.0
2004,Schoharie,George W. Bush,republican,8148.0
2004,Schuyler,John Kerry,democrat,3290.0
2004,Schuyler,George W. Bush,republican,4727.0
2004,Seneca,John Kerry,democrat,6771.0
2004,Seneca,George W. Bush,republican,7603.0
2004,Steuben,John Kerry,democrat,14090.0
2004,Steuben,George W. Bush,republican,26066.0
2004,Suffolk,John Kerry,democrat,307011.0
2004,Suffolk,George W. Bush,republican,292186.0
2004,Sullivan,John Kerry,democrat,14447.0
2004,Sullivan,George W. Bush,republican,14398.0
2004,Tioga,John Kerry,democrat,9415.0
2004,Tioga,George W. Bush,republican,13343.0
2004,Tompkins,John Kerry,democrat,25659.0
2004,Tompkins,George W. Bush,republican,13539.0
2004,Ulster,John Kerry,democrat,45530.0
2004,Ulster,George W. Bush,republican,35234.0
2004,Warren,John Kerry,democrat,13054.0
2004,Warren,George W. Bush,republican,16213.0
2004,Washington,John Kerry,democrat,10295.0
2004,Washington,George W. Bush,republican,13148.0
2004,Wayne,John Kerry,democrat,15093.0
2004,Wayne,George W. Bush,republican,23126.0
2004,Westchester,John Kerry,democrat,224992.0
2004,Westchester,George W. Bush,republican,151261.0
2004,Wyoming,John Kerry,democrat,5894.0
2004,Wyoming,George W. Bush,republican,11185.0
2004,Yates,John Kerry,democrat,4062.0
2004,Yates,George W. Bush,republican,6053.0
2004,Alamance,John Kerry,democrat,20686.0
2004,Alamance,George W. Bush,republican,33302.0
2004,Alexander,John Kerry,democrat,4618.0
2004,Alexander,George W. Bush,republican,10928.0
2004,Alleghany,John Kerry,democrat,1922.0
2004,Alleghany,George W. Bush,republican,2883.0
2004,Anson,John Kerry,democrat,5413.0
2004,Anson,George W. Bush,republican,3796.0
2004,Ashe,John Kerry,democrat,4477.0
2004,Ashe,George W. Bush,republican,7292.0
2004,Avery,John Kerry,democrat,1805.0
2004,Avery,George W. Bush,republican,5678.0
2004,Beaufort,John Kerry,democrat,7025.0
2004,Beaufort,George W. Bush,republican,12432.0
2004,Bertie,John Kerry,democrat,4938.0
2004,Bertie,George W. Bush,republican,3057.0
2004,Bladen,John Kerry,democrat,6109.0
2004,Bladen,George W. Bush,republican,6174.0
2004,Brunswick,John Kerry,democrat,14903.0
2004,Brunswick,George W. Bush,republican,22925.0
2004,Buncombe,John Kerry,democrat,51868.0
2004,Buncombe,George W. Bush,republican,52491.0
2004,Burke,John Kerry,democrat,11728.0
2004,Burke,George W. Bush,republican,18922.0
2004,Cabarrus,John Kerry,democrat,19803.0
2004,Cabarrus,George W. Bush,republican,40780.0
2004,Caldwell,John Kerry,democrat,9999.0
2004,Caldwell,George W. Bush,republican,21186.0
2004,Camden,John Kerry,democrat,1339.0
2004,Camden,George W. Bush,republican,2480.0
2004,Carteret,John Kerry,democrat,7732.0
2004,Carteret,George W. Bush,republican,17716.0
2004,Caswell,John Kerry,democrat,4539.0
2004,Caswell,George W. Bush,republican,4868.0
2004,Catawba,John Kerry,democrat,18858.0
2004,Catawba,George W. Bush,republican,39602.0
2004,Chatham,John Kerry,democrat,12897.0
2004,Chatham,George W. Bush,republican,12892.0
2004,Cherokee,John Kerry,democrat,3635.0
2004,Cherokee,George W. Bush,republican,7517.0
2004,Chowan,John Kerry,democrat,2406.0
2004,Chowan,George W. Bush,republican,2967.0
2004,Clay,John Kerry,democrat,1628.0
2004,Clay,George W. Bush,republican,3209.0
2004,Cleveland,John Kerry,democrat,14215.0
2004,Cleveland,George W. Bush,republican,22750.0
2004,Columbus,John Kerry,democrat,10343.0
2004,Columbus,George W. Bush,republican,10773.0
2004,Craven,John Kerry,democrat,14019.0
2004,Craven,George W. Bush,republican,23575.0
2004,Cumberland,John Kerry,democrat,45788.0
2004,Cumberland,George W. Bush,republican,49139.0
2004,Currituck,John Kerry,democrat,2909.0
2004,Currituck,George W. Bush,republican,6013.0
2004,Dare,John Kerry,democrat,6136.0
2004,Dare,George W. Bush,republican,9345.0
2004,Davidson,John Kerry,democrat,17191.0
2004,Davidson,George W. Bush,republican,42075.0
2004,Davie,John Kerry,democrat,4233.0
2004,Davie,George W. Bush,republican,12372.0
2004,Duplin,John Kerry,democrat,6923.0
2004,Duplin,George W. Bush,republican,9611.0
2004,Durham,John Kerry,democrat,74524.0
2004,Durham,George W. Bush,republican,34614.0
2004,Edgecombe,John Kerry,democrat,12877.0
2004,Edgecombe,George W. Bush,republican,8163.0
2004,Forsyth,John Kerry,democrat,63340.0
2004,Forsyth,George W. Bush,republican,75294.0
2004,Franklin,John Kerry,democrat,9286.0
2004,Franklin,George W. Bush,republican,11540.0
2004,Gaston,John Kerry,democrat,20254.0
2004,Gaston,George W. Bush,republican,43252.0
2004,Gates,John Kerry,democrat,2121.0
2004,Gates,George W. Bush,republican,1924.0
2004,Graham,John Kerry,democrat,1272.0
2004,Graham,George W. Bush,republican,2693.0
2004,Granville,John Kerry,democrat,9057.0
2004,Granville,George W. Bush,republican,9491.0
2004,Greene,John Kerry,democrat,2665.0
2004,Greene,George W. Bush,republican,3800.0
2004,Guilford,John Kerry,democrat,100042.0
2004,Guilford,George W. Bush,republican,98254.0
2004,Halifax,John Kerry,democrat,11528.0
2004,Halifax,George W. Bush,republican,8088.0
2004,Harnett,John Kerry,democrat,11563.0
2004,Harnett,George W. Bush,republican,20922.0
2004,Haywood,John Kerry,democrat,11237.0
2004,Haywood,George W. Bush,republican,14545.0
2004,Henderson,John Kerry,democrat,15003.0
2004,Henderson,George W. Bush,republican,28025.0
2004,Hertford,John Kerry,democrat,5141.0
2004,Hertford,George W. Bush,republican,2942.0
2004,Hoke,John Kerry,democrat,5794.0
2004,Hoke,George W. Bush,republican,5257.0
2004,Hyde,John Kerry,democrat,1048.0
2004,Hyde,George W. Bush,republican,1235.0
2004,Iredell,John Kerry,democrat,18065.0
2004,Iredell,George W. Bush,republican,38675.0
2004,Jackson,John Kerry,democrat,6737.0
2004,Jackson,George W. Bush,republican,7351.0
2004,Johnston,John Kerry,democrat,17266.0
2004,Johnston,George W. Bush,republican,36903.0
2004,Jones,John Kerry,democrat,1893.0
2004,Jones,George W. Bush,republican,2607.0
2004,Lee,John Kerry,democrat,7657.0
2004,Lee,George W. Bush,republican,11834.0
2004,Lenoir,John Kerry,democrat,10207.0
2004,Lenoir,George W. Bush,republican,12939.0
2004,Lincoln,John Kerry,democrat,9434.0
2004,Lincoln,George W. Bush,republican,20052.0
2004,McDowell,John Kerry,democrat,5330.0
2004,McDowell,George W. Bush,republican,10590.0
2004,Macon,John Kerry,democrat,5489.0
2004,Macon,George W. Bush,republican,9448.0
2004,Madison,John Kerry,democrat,4234.0
2004,Madison,George W. Bush,republican,5175.0
2004,Martin,John Kerry,democrat,5102.0
2004,Martin,George W. Bush,republican,5334.0
2004,Mecklenburg,John Kerry,democrat,166828.0
2004,Mecklenburg,George W. Bush,republican,155084.0
2004,Mitchell,John Kerry,democrat,2080.0
2004,Mitchell,George W. Bush,republican,5686.0
2004,Montgomery,John Kerry,democrat,4313.0
2004,Montgomery,George W. Bush,republican,5745.0
2004,Moore,John Kerry,democrat,13555.0
2004,Moore,George W. Bush,republican,24714.0
2004,Nash,John Kerry,democrat,15693.0
2004,Nash,George W. Bush,republican,21902.0
2004,New Hanover,John Kerry,democrat,35572.0
2004,New Hanover,George W. Bush,republican,45351.0
2004,Northampton,John Kerry,democrat,5584.0
2004,Northampton,George W. Bush,republican,3176.0
2004,Onslow,John Kerry,democrat,11250.0
2004,Onslow,George W. Bush,republican,25890.0
2004,Orange,John Kerry,democrat,42910.0
2004,Orange,George W. Bush,republican,20771.0
2004,Pamlico,John Kerry,democrat,2335.0
2004,Pamlico,George W. Bush,republican,3679.0
2004,Pasquotank,John Kerry,democrat,6984.0
2004,Pasquotank,George W. Bush,republican,6609.0
2004,Pender,John Kerry,democrat,6999.0
2004,Pender,George W. Bush,republican,10037.0
2004,Perquimans,John Kerry,democrat,1971.0
2004,Perquimans,George W. Bush,republican,2965.0
2004,Person,John Kerry,democrat,6198.0
2004,Person,George W. Bush,republican,8973.0
2004,Pitt,John Kerry,democrat,24924.0
2004,Pitt,George W. Bush,republican,28590.0
2004,Polk,John Kerry,democrat,3787.0
2004,Polk,George W. Bush,republican,5140.0
2004,Randolph,John Kerry,democrat,12966.0
2004,Randolph,George W. Bush,republican,37771.0
2004,Richmond,John Kerry,democrat,8383.0
2004,Richmond,George W. Bush,republican,7709.0
2004,Robeson,John Kerry,democrat,17868.0
2004,Robeson,George W. Bush,republican,15909.0
2004,Rockingham,John Kerry,democrat,14430.0
2004,Rockingham,George W. Bush,republican,22840.0
2004,Rowan,John Kerry,democrat,16735.0
2004,Rowan,George W. Bush,republican,34915.0
2004,Rutherford,John Kerry,democrat,8184.0
2004,Rutherford,George W. Bush,republican,16343.0
2004,Sampson,John Kerry,democrat,9649.0
2004,Sampson,George W. Bush,republican,12600.0
2004,Scotland,John Kerry,democrat,6386.0
2004,Scotland,George W. Bush,republican,5141.0
2004,Stanly,John Kerry,democrat,7650.0
2004,Stanly,George W. Bush,republican,17814.0
2004,Stokes,John Kerry,democrat,5767.0
2004,Stokes,George W. Bush,republican,13583.0
2004,Surry,John Kerry,democrat,8304.0
2004,Surry,George W. Bush,republican,17587.0
2004,Swain,John Kerry,democrat,2419.0
2004,Swain,George W. Bush,republican,2593.0
2004,Transylvania,John Kerry,democrat,6097.0
2004,Transylvania,George W. Bush,republican,9386.0
2004,Tyrrell,John Kerry,democrat,731.0
2004,Tyrrell,George W. Bush,republican,855.0
2004,Union,John Kerry,democrat,17974.0
2004,Union,George W. Bush,republican,42820.0
2004,Vance,John Kerry,democrat,8762.0
2004,Vance,George W. Bush,republican,6884.0
2004,Wake,John Kerry,democrat,169909.0
2004,Wake,George W. Bush,republican,177324.0
2004,Warren,John Kerry,democrat,5171.0
2004,Warren,George W. Bush,republican,2840.0
2004,Washington,John Kerry,democrat,2969.0
2004,Washington,George W. Bush,republican,2484.0
2004,Watauga,John Kerry,democrat,11232.0
2004,Watauga,George W. Bush,republican,12659.0
2004,Wayne,John Kerry,democrat,15076.0
2004,Wayne,George W. Bush,republican,24883.0
2004,Wilkes,John Kerry,democrat,7862.0
2004,Wilkes,George W. Bush,republican,19197.0
2004,Wilson,John Kerry,democrat,14206.0
2004,Wilson,George W. Bush,republican,16264.0
2004,Yadkin,John Kerry,democrat,3451.0
2004,Yadkin,George W. Bush,republican,11816.0
2004,Yancey,John Kerry,democrat,4434.0
2004,Yancey,George W. Bush,republican,4940.0
2004,Adams,John Kerry,democrat,353.0
2004,Adams,George W. Bush,republican,915.0
2004,Barnes,John Kerry,democrat,2186.0
2004,Barnes,George W. Bush,republican,3541.0
2004,Benson,John Kerry,democrat,1196.0
2004,Benson,George W. Bush,republican,1002.0
2004,Billings,John Kerry,democrat,99.0
2004,Billings,George W. Bush,republican,449.0
2004,Bottineau,John Kerry,democrat,1168.0
2004,Bottineau,George W. Bush,republican,2468.0
2004,Bowman,John Kerry,democrat,397.0
2004,Bowman,George W. Bush,republican,1280.0
2004,Burke,John Kerry,democrat,336.0
2004,Burke,George W. Bush,republican,808.0
2004,Burleigh,John Kerry,democrat,11621.0
2004,Burleigh,George W. Bush,republican,26577.0
2004,Cass,John Kerry,democrat,26010.0
2004,Cass,George W. Bush,republican,39619.0
2004,Cavalier,John Kerry,democrat,887.0
2004,Cavalier,George W. Bush,republican,1522.0
2004,Dickey,John Kerry,democrat,883.0
2004,Dickey,George W. Bush,republican,1890.0
2004,Divide,John Kerry,democrat,487.0
2004,Divide,George W. Bush,republican,751.0
2004,Dunn,John Kerry,democrat,571.0
2004,Dunn,George W. Bush,republican,1178.0
2004,Eddy,John Kerry,democrat,534.0
2004,Eddy,George W. Bush,republican,655.0
2004,Emmons,John Kerry,democrat,611.0
2004,Emmons,George W. Bush,republican,1449.0
2004,Foster,John Kerry,democrat,518.0
2004,Foster,George W. Bush,republican,1219.0
2004,Golden Valley,John Kerry,democrat,195.0
2004,Golden Valley,George W. Bush,republican,719.0
2004,Grand Forks,John Kerry,democrat,12646.0
2004,Grand Forks,George W. Bush,republican,17298.0
2004,Grant,John Kerry,democrat,264.0
2004,Grant,George W. Bush,republican,952.0
2004,Griggs,John Kerry,democrat,505.0
2004,Griggs,George W. Bush,republican,907.0
2004,Hettinger,John Kerry,democrat,405.0
2004,Hettinger,George W. Bush,republican,1044.0
2004,Kidder,John Kerry,democrat,433.0
2004,Kidder,George W. Bush,republican,902.0
2004,LaMoure,John Kerry,democrat,712.0
2004,LaMoure,George W. Bush,republican,1592.0
2004,Logan,John Kerry,democrat,265.0
2004,Logan,George W. Bush,republican,844.0
2004,McHenry,John Kerry,democrat,1030.0
2004,McHenry,George W. Bush,republican,1744.0
2004,McIntosh,John Kerry,democrat,436.0
2004,McIntosh,George W. Bush,republican,1254.0
2004,McKenzie,John Kerry,democrat,847.0
2004,McKenzie,George W. Bush,republican,1897.0
2004,McLean,John Kerry,democrat,1664.0
2004,McLean,George W. Bush,republican,3014.0
2004,Mercer,John Kerry,democrat,1245.0
2004,Mercer,George W. Bush,republican,3285.0
2004,Morton,John Kerry,democrat,4073.0
2004,Morton,George W. Bush,republican,8325.0
2004,Mountrail,John Kerry,democrat,1465.0
2004,Mountrail,George W. Bush,republican,1527.0
2004,Nelson,John Kerry,democrat,778.0
2004,Nelson,George W. Bush,republican,1107.0
2004,Oliver,John Kerry,democrat,310.0
2004,Oliver,George W. Bush,republican,790.0
2004,Pembina,John Kerry,democrat,1321.0
2004,Pembina,George W. Bush,republican,2466.0
2004,Pierce,John Kerry,democrat,686.0
2004,Pierce,George W. Bush,republican,1475.0
2004,Ramsey,John Kerry,democrat,1885.0
2004,Ramsey,George W. Bush,republican,2943.0
2004,Ransom,John Kerry,democrat,1199.0
2004,Ransom,George W. Bush,republican,1352.0
2004,Renville,John Kerry,democrat,497.0
2004,Renville,George W. Bush,republican,953.0
2004,Richland,John Kerry,democrat,2821.0
2004,Richland,George W. Bush,republican,5264.0
2004,Rolette,John Kerry,democrat,2564.0
2004,Rolette,George W. Bush,republican,1392.0
2004,Sargent,John Kerry,democrat,1021.0
2004,Sargent,George W. Bush,republican,1147.0
2004,Sheridan,John Kerry,democrat,200.0
2004,Sheridan,George W. Bush,republican,727.0
2004,Sioux,John Kerry,democrat,804.0
2004,Sioux,George W. Bush,republican,319.0
2004,Slope,John Kerry,democrat,89.0
2004,Slope,George W. Bush,republican,335.0
2004,Stark,John Kerry,democrat,3013.0
2004,Stark,George W. Bush,republican,7220.0
2004,Steele,John Kerry,democrat,616.0
2004,Steele,George W. Bush,republican,586.0
2004,Stutsman,John Kerry,democrat,3438.0
2004,Stutsman,George W. Bush,republican,6517.0
2004,Towner,John Kerry,democrat,606.0
2004,Towner,George W. Bush,republican,754.0
2004,Traill,John Kerry,democrat,1651.0
2004,Traill,George W. Bush,republican,2543.0
2004,Walsh,John Kerry,democrat,1905.0
2004,Walsh,George W. Bush,republican,3194.0
2004,Ward,John Kerry,democrat,8236.0
2004,Ward,George W. Bush,republican,17008.0
2004,Wells,John Kerry,democrat,858.0
2004,Wells,George W. Bush,republican,1654.0
2004,Williams,John Kerry,democrat,2512.0
2004,Williams,George W. Bush,republican,6278.0
2004,Adams,John Kerry,democrat,4280.0
2004,Adams,George W. Bush,republican,7653.0
2004,Allen,John Kerry,democrat,16483.0
2004,Allen,George W. Bush,republican,32585.0
2004,Ashland,John Kerry,democrat,8555.0
2004,Ashland,George W. Bush,republican,16171.0
2004,Ashtabula,John Kerry,democrat,24061.0
2004,Ashtabula,George W. Bush,republican,21039.0
2004,Athens,John Kerry,democrat,18997.0
2004,Athens,George W. Bush,republican,10847.0
2004,Auglaize,John Kerry,democrat,5904.0
2004,Auglaize,George W. Bush,republican,17012.0
2004,Belmont,John Kerry,democrat,17574.0
2004,Belmont,George W. Bush,republican,15589.0
2004,Brown,John Kerry,democrat,7140.0
2004,Brown,George W. Bush,republican,12647.0
2004,Butler,John Kerry,democrat,56234.0
2004,Butler,George W. Bush,republican,109866.0
2004,Carroll,John Kerry,democrat,6298.0
2004,Carroll,George W. Bush,republican,7695.0
2004,Champaign,John Kerry,democrat,6967.0
2004,Champaign,George W. Bush,republican,11718.0
2004,Clark,John Kerry,democrat,33534.0
2004,Clark,George W. Bush,republican,34938.0
2004,Clermont,John Kerry,democrat,25885.0
2004,Clermont,George W. Bush,republican,62946.0
2004,Clinton,John Kerry,democrat,5417.0
2004,Clinton,George W. Bush,republican,12938.0
2004,Columbiana,John Kerry,democrat,23426.0
2004,Columbiana,George W. Bush,republican,25754.0
2004,Coshocton,John Kerry,democrat,6878.0
2004,Coshocton,George W. Bush,republican,9277.0
2004,Crawford,John Kerry,democrat,7773.0
2004,Crawford,George W. Bush,republican,13885.0
2004,Cuyahoga,John Kerry,democrat,448486.0
2004,Cuyahoga,George W. Bush,republican,221606.0
2004,Darke,John Kerry,democrat,7849.0
2004,Darke,George W. Bush,republican,18307.0
2004,Defiance,John Kerry,democrat,6975.0
2004,Defiance,George W. Bush,republican,11393.0
2004,Delaware,John Kerry,democrat,27048.0
2004,Delaware,George W. Bush,republican,53142.0
2004,Erie,John Kerry,democrat,21408.0
2004,Erie,George W. Bush,republican,18601.0
2004,Fairfield,John Kerry,democrat,24774.0
2004,Fairfield,George W. Bush,republican,42697.0
2004,Fayette,John Kerry,democrat,4334.0
2004,Fayette,George W. Bush,republican,7375.0
2004,Franklin,John Kerry,democrat,285800.0
2004,Franklin,George W. Bush,republican,237252.0
2004,Fulton,John Kerry,democrat,8224.0
2004,Fulton,George W. Bush,republican,13639.0
2004,Gallia,John Kerry,democrat,5364.0
2004,Gallia,George W. Bush,republican,8577.0
2004,Geauga,John Kerry,democrat,19840.0
2004,Geauga,George W. Bush,republican,30358.0
2004,Greene,John Kerry,democrat,30530.0
2004,Greene,George W. Bush,republican,48377.0
2004,Guernsey,John Kerry,democrat,7768.0
2004,Guernsey,George W. Bush,republican,9961.0
2004,Hamilton,John Kerry,democrat,199499.0
2004,Hamilton,George W. Bush,republican,222404.0
2004,Hancock,John Kerry,democrat,10343.0
2004,Hancock,George W. Bush,republican,25101.0
2004,Hardin,John Kerry,democrat,4889.0
2004,Hardin,George W. Bush,republican,8436.0
2004,Harrison,John Kerry,democrat,3780.0
2004,Harrison,George W. Bush,republican,4274.0
2004,Henry,John Kerry,democrat,5110.0
2004,Henry,George W. Bush,republican,9901.0
2004,Highland,John Kerry,democrat,6194.0
2004,Highland,George W. Bush,republican,12212.0
2004,Hocking,John Kerry,democrat,6173.0
2004,Hocking,George W. Bush,republican,6935.0
2004,Holmes,John Kerry,democrat,2695.0
2004,Holmes,George W. Bush,republican,8466.0
2004,Huron,John Kerry,democrat,10585.0
2004,Huron,George W. Bush,republican,14834.0
2004,Jackson,John Kerry,democrat,5699.0
2004,Jackson,George W. Bush,republican,8585.0
2004,Jefferson,John Kerry,democrat,19019.0
2004,Jefferson,George W. Bush,republican,17184.0
2004,Knox,John Kerry,democrat,9828.0
2004,Knox,George W. Bush,republican,17081.0
2004,Lake,John Kerry,democrat,59049.0
2004,Lake,George W. Bush,republican,62193.0
2004,Lawrence,John Kerry,democrat,12111.0
2004,Lawrence,George W. Bush,republican,15457.0
2004,Licking,John Kerry,democrat,30051.0
2004,Licking,George W. Bush,republican,49014.0
2004,Logan,John Kerry,democrat,6825.0
2004,Logan,George W. Bush,republican,14471.0
2004,Lorain,John Kerry,democrat,78965.0
2004,Lorain,George W. Bush,republican,61196.0
2004,Lucas,John Kerry,democrat,132536.0
2004,Lucas,George W. Bush,republican,87106.0
2004,Madison,John Kerry,democrat,6200.0
2004,Madison,George W. Bush,republican,11120.0
2004,Mahoning,John Kerry,democrat,83069.0
2004,Mahoning,George W. Bush,republican,48712.0
2004,Marion,John Kerry,democrat,11930.0
2004,Marion,George W. Bush,republican,17171.0
2004,Medina,John Kerry,democrat,36264.0
2004,Medina,George W. Bush,republican,48183.0
2004,Meigs,John Kerry,democrat,4437.0
2004,Meigs,George W. Bush,republican,6273.0
2004,Mercer,John Kerry,democrat,5117.0
2004,Mercer,George W. Bush,republican,15649.0
2004,Miami,John Kerry,democrat,17611.0
2004,Miami,George W. Bush,republican,34005.0
2004,Monroe,John Kerry,democrat,4243.0
2004,Monroe,George W. Bush,republican,3424.0
2004,Montgomery,John Kerry,democrat,142977.0
2004,Montgomery,George W. Bush,republican,138361.0
2004,Morgan,John Kerry,democrat,2873.0
2004,Morgan,George W. Bush,republican,3757.0
2004,Morrow,John Kerry,democrat,5775.0
2004,Morrow,George W. Bush,republican,10475.0
2004,Muskingum,John Kerry,democrat,16421.0
2004,Muskingum,George W. Bush,republican,22251.0
2004,Noble,John Kerry,democrat,2654.0
2004,Noble,George W. Bush,republican,3841.0
2004,Ottawa,John Kerry,democrat,11114.0
2004,Ottawa,George W. Bush,republican,12075.0
2004,Paulding,John Kerry,democrat,3610.0
2004,Paulding,George W. Bush,republican,6205.0
2004,Perry,John Kerry,democrat,7257.0
2004,Perry,George W. Bush,republican,7855.0
2004,Pickaway,John Kerry,democrat,8578.0
2004,Pickaway,George W. Bush,republican,14160.0
2004,Pike,John Kerry,democrat,5989.0
2004,Pike,George W. Bush,republican,6519.0
2004,Portage,John Kerry,democrat,40674.0
2004,Portage,George W. Bush,republican,35583.0
2004,Preble,John Kerry,democrat,7274.0
2004,Preble,George W. Bush,republican,13733.0
2004,Putnam,John Kerry,democrat,4392.0
2004,Putnam,George W. Bush,republican,14370.0
2004,Richland,John Kerry,democrat,24645.0
2004,Richland,George W. Bush,republican,36892.0
2004,Ross,John Kerry,democrat,13977.0
2004,Ross,George W. Bush,republican,17229.0
2004,Sandusky,John Kerry,democrat,12653.0
2004,Sandusky,George W. Bush,republican,16198.0
2004,Scioto,John Kerry,democrat,16823.0
2004,Scioto,George W. Bush,republican,18257.0
2004,Seneca,John Kerry,democrat,10958.0
2004,Seneca,George W. Bush,republican,15885.0
2004,Shelby,John Kerry,democrat,6534.0
2004,Shelby,George W. Bush,republican,16204.0
2004,Stark,John Kerry,democrat,95338.0
2004,Stark,George W. Bush,republican,92211.0
2004,Summit,John Kerry,democrat,156578.0
2004,Summit,George W. Bush,republican,118553.0
2004,Trumbull,John Kerry,democrat,66673.0
2004,Trumbull,George W. Bush,republican,40976.0
2004,Tuscarawas,John Kerry,democrat,18854.0
2004,Tuscarawas,George W. Bush,republican,23825.0
2004,Union,John Kerry,democrat,6665.0
2004,Union,George W. Bush,republican,15869.0
2004,Van Wert,John Kerry,democrat,4094.0
2004,Van Wert,George W. Bush,republican,10678.0
2004,Vinton,John Kerry,democrat,2651.0
2004,Vinton,George W. Bush,republican,3251.0
2004,Warren,John Kerry,democrat,26043.0
2004,Warren,George W. Bush,republican,68035.0
2004,Washington,John Kerry,democrat,12475.0
2004,Washington,George W. Bush,republican,17480.0
2004,Wayne,John Kerry,democrat,19786.0
2004,Wayne,George W. Bush,republican,31879.0
2004,Williams,John Kerry,democrat,6481.0
2004,Williams,George W. Bush,republican,12040.0
2004,Wood,John Kerry,democrat,29401.0
2004,Wood,George W. Bush,republican,33592.0
2004,Wyandot,John Kerry,democrat,3707.0
2004,Wyandot,George W. Bush,republican,7256.0
2004,Adair,John Kerry,democrat,2562.0
2004,Adair,George W. Bush,republican,4971.0
2004,Alfalfa,John Kerry,democrat,470.0
2004,Alfalfa,George W. Bush,republican,2201.0
2004,Atoka,John Kerry,democrat,1946.0
2004,Atoka,George W. Bush,republican,3142.0
2004,Beaver,John Kerry,democrat,297.0
2004,Beaver,George W. Bush,republican,2272.0
2004,Beckham,John Kerry,democrat,1931.0
2004,Beckham,George W. Bush,republican,5454.0
2004,Blaine,John Kerry,democrat,1222.0
2004,Blaine,George W. Bush,republican,3199.0
2004,Bryan,John Kerry,democrat,5745.0
2004,Bryan,George W. Bush,republican,8615.0
2004,Caddo,John Kerry,democrat,3916.0
2004,Caddo,George W. Bush,republican,6491.0
2004,Canadian,John Kerry,democrat,9712.0
2004,Canadian,George W. Bush,republican,33297.0
2004,Carter,John Kerry,democrat,6466.0
2004,Carter,George W. Bush,republican,12178.0
2004,Cherokee,John Kerry,democrat,8623.0
2004,Cherokee,George W. Bush,republican,9569.0
2004,Choctaw,John Kerry,democrat,2639.0
2004,Choctaw,George W. Bush,republican,3168.0
2004,Cimarron,John Kerry,democrat,184.0
2004,Cimarron,George W. Bush,republican,1242.0
2004,Cleveland,John Kerry,democrat,34007.0
2004,Cleveland,George W. Bush,republican,65720.0
2004,Coal,John Kerry,democrat,1203.0
2004,Coal,George W. Bush,republican,1396.0
2004,Comanche,John Kerry,democrat,12022.0
2004,Comanche,George W. Bush,republican,21170.0
2004,Cotton,John Kerry,democrat,898.0
