year,county,candidate,party,candidatevotes
2012,Adams,Mitt Romney,republican,20416.0
2012,Alexander,Barack Obama,democrat,1965.0
2012,Alexander,Mitt Romney,republican,1487.0
2012,Bond,Barack Obama,democrat,3020.0
2012,Bond,Mitt Romney,republican,4095.0
2012,Boone,Barack Obama,democrat,9883.0
2012,Boone,Mitt Romney,republican,11096.0
2012,Brown,Barack Obama,democrat,787.0
2012,Brown,Mitt Romney,republican,1513.0
2012,Bureau,Barack Obama,democrat,8134.0
2012,Bureau,Mitt Romney,republican,8164.0
2012,Calhoun,Barack Obama,democrat,1080.0
2012,Calhoun,Mitt Romney,republican,1440.0
2012,Carroll,Barack Obama,democrat,3665.0
2012,Carroll,Mitt Romney,republican,3555.0
2012,Cass,Barack Obama,democrat,2053.0
2012,Cass,Mitt Romney,republican,2707.0
2012,Champaign,Barack Obama,democrat,40831.0
2012,Champaign,Mitt Romney,republican,35312.0
2012,Christian,Barack Obama,democrat,5494.0
2012,Christian,Mitt Romney,republican,8885.0
2012,Clark,Barack Obama,democrat,2591.0
2012,Clark,Mitt Romney,republican,5144.0
2012,Clay,Barack Obama,democrat,1584.0
2012,Clay,Mitt Romney,republican,4190.0
2012,Clinton,Barack Obama,democrat,5596.0
2012,Clinton,Mitt Romney,republican,10524.0
2012,Coles,Barack Obama,democrat,9262.0
2012,Coles,Mitt Romney,republican,11631.0
2012,Cook,Barack Obama,democrat,1488537.0
2012,Cook,Mitt Romney,republican,495542.0
2012,Crawford,Barack Obama,democrat,2858.0
2012,Crawford,Mitt Romney,republican,5585.0
2012,Cumberland,Barack Obama,democrat,1641.0
2012,Cumberland,Mitt Romney,republican,3509.0
2012,DeKalb,Barack Obama,democrat,21207.0
2012,DeKalb,Mitt Romney,republican,18934.0
2012,De Witt,Barack Obama,democrat,2601.0
2012,De Witt,Mitt Romney,republican,4579.0
2012,Douglas,Barack Obama,democrat,2430.0
2012,Douglas,Mitt Romney,republican,5334.0
2012,DuPage,Barack Obama,democrat,199460.0
2012,DuPage,Mitt Romney,republican,195046.0
2012,Edgar,Barack Obama,democrat,2565.0
2012,Edgar,Mitt Romney,republican,5132.0
2012,Edwards,Barack Obama,democrat,754.0
2012,Edwards,Mitt Romney,republican,2405.0
2012,Effingham,Barack Obama,democrat,3861.0
2012,Effingham,Mitt Romney,republican,12501.0
2012,Fayette,Barack Obama,democrat,2853.0
2012,Fayette,Mitt Romney,republican,5951.0
2012,Ford,Barack Obama,democrat,1656.0
2012,Ford,Mitt Romney,republican,4229.0
2012,Franklin,Barack Obama,democrat,7254.0
2012,Franklin,Mitt Romney,republican,10267.0
2012,Fulton,Barack Obama,democrat,8328.0
2012,Fulton,Mitt Romney,republican,6632.0
2012,Gallatin,Barack Obama,democrat,1029.0
2012,Gallatin,Mitt Romney,republican,1492.0
2012,Greene,Barack Obama,democrat,2023.0
2012,Greene,Mitt Romney,republican,3451.0
2012,Grundy,Barack Obama,democrat,9451.0
2012,Grundy,Mitt Romney,republican,11343.0
2012,Hamilton,Barack Obama,democrat,1269.0
2012,Hamilton,Mitt Romney,republican,2566.0
2012,Hancock,Barack Obama,democrat,3650.0
2012,Hancock,Mitt Romney,republican,5271.0
2012,Hardin,Barack Obama,democrat,742.0
2012,Hardin,Mitt Romney,republican,1535.0
2012,Henderson,Barack Obama,democrat,1978.0
2012,Henderson,Mitt Romney,republican,1541.0
2012,Henry,Barack Obama,democrat,12332.0
2012,Henry,Mitt Romney,republican,11583.0
2012,Iroquois,Barack Obama,democrat,3413.0
2012,Iroquois,Mitt Romney,republican,9120.0
2012,Jackson,Barack Obama,democrat,13319.0
2012,Jackson,Mitt Romney,republican,9864.0
2012,Jasper,Barack Obama,democrat,1436.0
2012,Jasper,Mitt Romney,republican,3514.0
2012,Jefferson,Barack Obama,democrat,6089.0
2012,Jefferson,Mitt Romney,republican,9811.0
2012,Jersey,Barack Obama,democrat,3667.0
2012,Jersey,Mitt Romney,republican,6039.0
2012,Jo Daviess,Barack Obama,democrat,5667.0
2012,Jo Daviess,Mitt Romney,republican,5534.0
2012,Johnson,Barack Obama,democrat,1572.0
2012,Johnson,Mitt Romney,republican,3963.0
2012,Kane,Barack Obama,democrat,90332.0
2012,Kane,Mitt Romney,republican,88335.0
2012,Kankakee,Barack Obama,democrat,21595.0
2012,Kankakee,Mitt Romney,republican,23136.0
2012,Kendall,Barack Obama,democrat,22471.0
2012,Kendall,Mitt Romney,republican,24047.0
2012,Knox,Barack Obama,democrat,13451.0
2012,Knox,Mitt Romney,republican,9408.0
2012,Lake,Barack Obama,democrat,153757.0
2012,Lake,Mitt Romney,republican,129764.0
2012,LaSalle,Barack Obama,democrat,23073.0
2012,LaSalle,Mitt Romney,republican,23256.0
2012,Lawrence,Barack Obama,democrat,2011.0
2012,Lawrence,Mitt Romney,republican,3857.0
2012,Lee,Barack Obama,democrat,6937.0
2012,Lee,Mitt Romney,republican,8059.0
2012,Livingston,Barack Obama,democrat,5020.0
2012,Livingston,Mitt Romney,republican,9753.0
2012,Logan,Barack Obama,democrat,3978.0
2012,Logan,Mitt Romney,republican,7844.0
2012,McDonough,Barack Obama,democrat,5967.0
2012,McDonough,Mitt Romney,republican,6147.0
2012,McHenry,Barack Obama,democrat,59797.0
2012,McHenry,Mitt Romney,republican,71598.0
2012,McLean,Barack Obama,democrat,31883.0
2012,McLean,Mitt Romney,republican,39947.0
2012,Macon,Barack Obama,democrat,22780.0
2012,Macon,Mitt Romney,republican,25309.0
2012,Macoupin,Barack Obama,democrat,9464.0
2012,Macoupin,Mitt Romney,republican,10946.0
2012,Madison,Barack Obama,democrat,58922.0
2012,Madison,Mitt Romney,republican,60608.0
2012,Marion,Barack Obama,democrat,6225.0
2012,Marion,Mitt Romney,republican,9248.0
2012,Marshall,Barack Obama,democrat,2455.0
2012,Marshall,Mitt Romney,republican,3290.0
2012,Mason,Barack Obama,democrat,2867.0
2012,Mason,Mitt Romney,republican,3265.0
2012,Massac,Barack Obama,democrat,2092.0
2012,Massac,Mitt Romney,republican,4278.0
2012,Menard,Barack Obama,democrat,2100.0
2012,Menard,Mitt Romney,republican,3948.0
2012,Mercer,Barack Obama,democrat,4507.0
2012,Mercer,Mitt Romney,republican,3876.0
2012,Monroe,Barack Obama,democrat,6215.0
2012,Monroe,Mitt Romney,republican,10888.0
2012,Montgomery,Barack Obama,democrat,5058.0
2012,Montgomery,Mitt Romney,republican,6776.0
2012,Morgan,Barack Obama,democrat,5806.0
2012,Morgan,Mitt Romney,republican,7972.0
2012,Moultrie,Barack Obama,democrat,2144.0
2012,Moultrie,Mitt Romney,republican,3784.0
2012,Ogle,Barack Obama,democrat,9514.0
2012,Ogle,Mitt Romney,republican,13422.0
2012,Peoria,Barack Obama,democrat,40209.0
2012,Peoria,Mitt Romney,republican,36774.0
2012,Perry,Barack Obama,democrat,3819.0
2012,Perry,Mitt Romney,republican,5507.0
2012,Piatt,Barack Obama,democrat,3090.0
2012,Piatt,Mitt Romney,republican,5413.0
2012,Pike,Barack Obama,democrat,2278.0
2012,Pike,Mitt Romney,republican,4860.0
2012,Pope,Barack Obama,democrat,650.0
2012,Pope,Mitt Romney,republican,1512.0
2012,Pulaski,Barack Obama,democrat,1389.0
2012,Pulaski,Mitt Romney,republican,1564.0
2012,Putnam,Barack Obama,democrat,1559.0
2012,Putnam,Mitt Romney,republican,1502.0
2012,Randolph,Barack Obama,democrat,5759.0
2012,Randolph,Mitt Romney,republican,8290.0
2012,Richland,Barack Obama,democrat,2362.0
2012,Richland,Mitt Romney,republican,4756.0
2012,Rock Island,Barack Obama,democrat,39157.0
2012,Rock Island,Mitt Romney,republican,24934.0
2012,St. Clair,Barack Obama,democrat,67285.0
2012,St. Clair,Mitt Romney,republican,50125.0
2012,Saline,Barack Obama,democrat,3701.0
2012,Saline,Mitt Romney,republican,6806.0
2012,Sangamon,Barack Obama,democrat,42107.0
2012,Sangamon,Mitt Romney,republican,50225.0
2012,Schuyler,Barack Obama,democrat,1727.0
2012,Schuyler,Mitt Romney,republican,2069.0
2012,Scott,Barack Obama,democrat,910.0
2012,Scott,Mitt Romney,republican,1587.0
2012,Shelby,Barack Obama,democrat,3342.0
2012,Shelby,Mitt Romney,republican,6843.0
2012,Stark,Barack Obama,democrat,1095.0
2012,Stark,Mitt Romney,republican,1528.0
2012,Stephenson,Barack Obama,democrat,10165.0
2012,Stephenson,Mitt Romney,republican,10512.0
2012,Tazewell,Barack Obama,democrat,24438.0
2012,Tazewell,Mitt Romney,republican,35335.0
2012,Union,Barack Obama,democrat,3137.0
2012,Union,Mitt Romney,republican,4957.0
2012,Vermilion,Barack Obama,democrat,12878.0
2012,Vermilion,Mitt Romney,republican,16892.0
2012,Wabash,Barack Obama,democrat,1590.0
2012,Wabash,Mitt Romney,republican,3478.0
2012,Warren,Barack Obama,democrat,4044.0
2012,Warren,Mitt Romney,republican,3618.0
2012,Washington,Barack Obama,democrat,2450.0
2012,Washington,Mitt Romney,republican,4792.0
2012,Wayne,Barack Obama,democrat,1514.0
2012,Wayne,Mitt Romney,republican,5988.0
2012,White,Barack Obama,democrat,2188.0
2012,White,Mitt Romney,republican,4731.0
2012,Whiteside,Barack Obama,democrat,14833.0
2012,Whiteside,Mitt Romney,republican,10334.0
2012,Will,Barack Obama,democrat,144229.0
2012,Will,Mitt Romney,republican,128969.0
2012,Williamson,Barack Obama,democrat,10647.0
2012,Williamson,Mitt Romney,republican,17909.0
2012,Winnebago,Barack Obama,democrat,61732.0
2012,Winnebago,Mitt Romney,republican,55138.0
2012,Woodford,Barack Obama,democrat,5572.0
2012,Woodford,Mitt Romney,republican,12961.0
2016,Adams,Hillary Clinton,democrat,7676.0
2016,Adams,Donald Trump,republican,22790.0
2016,Alexander,Hillary Clinton,democrat,1262.0
2016,Alexander,Donald Trump,republican,1496.0
2016,Bond,Hillary Clinton,democrat,2068.0
2016,Bond,Donald Trump,republican,4888.0
2016,Boone,Hillary Clinton,democrat,8986.0
2016,Boone,Donald Trump,republican,12282.0
2016,Brown,Hillary Clinton,democrat,476.0
2016,Brown,Donald Trump,republican,1796.0
2016,Bureau,Hillary Clinton,democrat,6029.0
2016,Bureau,Donald Trump,republican,9281.0
2016,Calhoun,Hillary Clinton,democrat,739.0
2016,Calhoun,Donald Trump,republican,1721.0
2016,Carroll,Hillary Clinton,democrat,2447.0
2016,Carroll,Donald Trump,republican,4434.0
2016,Cass,Hillary Clinton,democrat,1621.0
2016,Cass,Donald Trump,republican,3216.0
2016,Champaign,Hillary Clinton,democrat,50137.0
2016,Champaign,Donald Trump,republican,33368.0
2016,Christian,Hillary Clinton,democrat,3992.0
2016,Christian,Donald Trump,republican,10543.0
2016,Clark,Hillary Clinton,democrat,1877.0
2016,Clark,Donald Trump,republican,5622.0
2016,Clay,Hillary Clinton,democrat,1020.0
2016,Clay,Donald Trump,republican,5021.0
2016,Clinton,Hillary Clinton,democrat,3945.0
2016,Clinton,Donald Trump,republican,12412.0
2016,Coles,Hillary Clinton,democrat,7309.0
2016,Coles,Donald Trump,republican,13003.0
2016,Cook,Hillary Clinton,democrat,1611946.0
2016,Cook,Donald Trump,republican,453287.0
2016,Crawford,Hillary Clinton,democrat,1992.0
2016,Crawford,Donald Trump,republican,6277.0
2016,Cumberland,Hillary Clinton,democrat,1031.0
2016,Cumberland,Donald Trump,republican,4206.0
2016,DeKalb,Hillary Clinton,democrat,20466.0
2016,DeKalb,Donald Trump,republican,19091.0
2016,De Witt,Hillary Clinton,democrat,1910.0
2016,De Witt,Donald Trump,republican,5077.0
2016,Douglas,Hillary Clinton,democrat,1949.0
2016,Douglas,Donald Trump,republican,5698.0
2016,DuPage,Hillary Clinton,democrat,228622.0
2016,DuPage,Donald Trump,republican,166415.0
2016,Edgar,Hillary Clinton,democrat,1793.0
2016,Edgar,Donald Trump,republican,5645.0
2016,Edwards,Hillary Clinton,democrat,434.0
2016,Edwards,Donald Trump,republican,2778.0
2016,Effingham,Hillary Clinton,democrat,3083.0
2016,Effingham,Donald Trump,republican,13635.0
2016,Fayette,Hillary Clinton,democrat,1819.0
2016,Fayette,Donald Trump,republican,7372.0
2016,Ford,Hillary Clinton,democrat,1414.0
2016,Ford,Donald Trump,republican,4480.0
2016,Franklin,Hillary Clinton,democrat,4727.0
2016,Franklin,Donald Trump,republican,13116.0
2016,Fulton,Hillary Clinton,democrat,6133.0
2016,Fulton,Donald Trump,republican,8492.0
2016,Gallatin,Hillary Clinton,democrat,657.0
2016,Gallatin,Donald Trump,republican,1942.0
2016,Greene,Hillary Clinton,democrat,1205.0
2016,Greene,Donald Trump,republican,4145.0
2016,Grundy,Hillary Clinton,democrat,8065.0
2016,Grundy,Donald Trump,republican,13454.0
2016,Hamilton,Hillary Clinton,democrat,802.0
2016,Hamilton,Donald Trump,republican,3206.0
2016,Hancock,Hillary Clinton,democrat,2139.0
2016,Hancock,Donald Trump,republican,6430.0
2016,Hardin,Hillary Clinton,democrat,420.0
2016,Hardin,Donald Trump,republican,1653.0
2016,Henderson,Hillary Clinton,democrat,1155.0
2016,Henderson,Donald Trump,republican,2155.0
2016,Henry,Hillary Clinton,democrat,8871.0
2016,Henry,Donald Trump,republican,13985.0
2016,Iroquois,Hillary Clinton,democrat,2504.0
2016,Iroquois,Donald Trump,republican,9750.0
2016,Jackson,Hillary Clinton,democrat,11634.0
2016,Jackson,Donald Trump,republican,10843.0
2016,Jasper,Hillary Clinton,democrat,924.0
2016,Jasper,Donald Trump,republican,3975.0
2016,Jefferson,Hillary Clinton,democrat,4425.0
2016,Jefferson,Donald Trump,republican,11695.0
2016,Jersey,Hillary Clinton,democrat,2679.0
2016,Jersey,Donald Trump,republican,7748.0
2016,Jo Daviess,Hillary Clinton,democrat,4462.0
2016,Jo Daviess,Donald Trump,republican,6121.0
2016,Johnson,Hillary Clinton,democrat,1142.0
2016,Johnson,Donald Trump,republican,4649.0
2016,Kane,Hillary Clinton,democrat,103665.0
2016,Kane,Donald Trump,republican,82734.0
2016,Kankakee,Hillary Clinton,democrat,18971.0
2016,Kankakee,Donald Trump,republican,25129.0
2016,Kendall,Hillary Clinton,democrat,24884.0
2016,Kendall,Donald Trump,republican,24961.0
2016,Knox,Hillary Clinton,democrat,10083.0
2016,Knox,Donald Trump,republican,10737.0
2016,Lake,Hillary Clinton,democrat,171095.0
2016,Lake,Donald Trump,republican,109767.0
2016,LaSalle,Hillary Clinton,democrat,19543.0
2016,LaSalle,Donald Trump,republican,26689.0
2016,Lawrence,Hillary Clinton,democrat,1290.0
2016,Lawrence,Donald Trump,republican,4521.0
2016,Lee,Hillary Clinton,democrat,5528.0
2016,Lee,Donald Trump,republican,8612.0
2016,Livingston,Hillary Clinton,democrat,4023.0
2016,Livingston,Donald Trump,republican,10208.0
2016,Logan,Hillary Clinton,democrat,3313.0
2016,Logan,Donald Trump,republican,8181.0
2016,McDonough,Hillary Clinton,democrat,5288.0
2016,McDonough,Donald Trump,republican,6795.0
2016,McHenry,Hillary Clinton,democrat,60803.0
2016,McHenry,Donald Trump,republican,71612.0
2016,McLean,Hillary Clinton,democrat,36196.0
2016,McLean,Donald Trump,republican,37237.0
2016,Macon,Hillary Clinton,democrat,18343.0
2016,Macon,Donald Trump,republican,26866.0
2016,Macoupin,Hillary Clinton,democrat,6689.0
2016,Macoupin,Donald Trump,republican,14322.0
2016,Madison,Hillary Clinton,democrat,50587.0
2016,Madison,Donald Trump,republican,70490.0
2016,Marion,Hillary Clinton,democrat,4369.0
2016,Marion,Donald Trump,republican,11859.0
2016,Marshall,Hillary Clinton,democrat,1789.0
2016,Marshall,Donald Trump,republican,3785.0
2016,Mason,Hillary Clinton,democrat,2014.0
2016,Mason,Donald Trump,republican,4058.0
2016,Massac,Hillary Clinton,democrat,1558.0
2016,Massac,Donald Trump,republican,4846.0
2016,Menard,Hillary Clinton,democrat,1817.0
2016,Menard,Donald Trump,republican,4231.0
2016,Mercer,Hillary Clinton,democrat,3071.0
2016,Mercer,Donald Trump,republican,4807.0
2016,Monroe,Hillary Clinton,democrat,5535.0
2016,Monroe,Donald Trump,republican,12629.0
2016,Montgomery,Hillary Clinton,democrat,3504.0
2016,Montgomery,Donald Trump,republican,8630.0
2016,Morgan,Hillary Clinton,democrat,4696.0
2016,Morgan,Donald Trump,republican,9076.0
2016,Moultrie,Hillary Clinton,democrat,1481.0
2016,Moultrie,Donald Trump,republican,4455.0
2016,Ogle,Hillary Clinton,democrat,8050.0
2016,Ogle,Donald Trump,republican,14352.0
2016,Peoria,Hillary Clinton,democrat,38060.0
2016,Peoria,Donald Trump,republican,35633.0
2016,Perry,Hillary Clinton,democrat,2462.0
2016,Perry,Donald Trump,republican,6855.0
2016,Piatt,Hillary Clinton,democrat,2645.0
2016,Piatt,Donald Trump,republican,5634.0
2016,Pike,Hillary Clinton,democrat,1413.0
2016,Pike,Donald Trump,republican,5754.0
2016,Pope,Hillary Clinton,democrat,375.0
2016,Pope,Donald Trump,republican,1678.0
2016,Pulaski,Hillary Clinton,democrat,962.0
2016,Pulaski,Donald Trump,republican,1675.0
2016,Putnam,Hillary Clinton,democrat,1147.0
2016,Putnam,Donald Trump,republican,1767.0
2016,Randolph,Hillary Clinton,democrat,3439.0
2016,Randolph,Donald Trump,republican,10023.0
2016,Richland,Hillary Clinton,democrat,1584.0
2016,Richland,Donald Trump,republican,5739.0
2016,Rock Island,Hillary Clinton,democrat,32298.0
2016,Rock Island,Donald Trump,republican,26998.0
2016,St. Clair,Hillary Clinton,democrat,60756.0
2016,St. Clair,Donald Trump,republican,53857.0
2016,Saline,Hillary Clinton,democrat,2572.0
2016,Saline,Donald Trump,republican,8276.0
2016,Sangamon,Hillary Clinton,democrat,40907.0
2016,Sangamon,Donald Trump,republican,49944.0
2016,Schuyler,Hillary Clinton,democrat,1075.0
2016,Schuyler,Donald Trump,republican,2524.0
2016,Scott,Hillary Clinton,democrat,535.0
2016,Scott,Donald Trump,republican,1966.0
2016,Shelby,Hillary Clinton,democrat,2288.0
2016,Shelby,Donald Trump,republican,8229.0
2016,Stark,Hillary Clinton,democrat,751.0
2016,Stark,Donald Trump,republican,1778.0
2016,Stephenson,Hillary Clinton,democrat,7768.0
2016,Stephenson,Donald Trump,republican,11083.0
2016,Tazewell,Hillary Clinton,democrat,20685.0
2016,Tazewell,Donald Trump,republican,38707.0
2016,Union,Hillary Clinton,democrat,2402.0
2016,Union,Donald Trump,republican,5790.0
2016,Vermilion,Hillary Clinton,democrat,10039.0
2016,Vermilion,Donald Trump,republican,19087.0
2016,Wabash,Hillary Clinton,democrat,1151.0
2016,Wabash,Donald Trump,republican,4047.0
2016,Warren,Hillary Clinton,democrat,2987.0
2016,Warren,Donald Trump,republican,4275.0
2016,Washington,Hillary Clinton,democrat,1448.0
2016,Washington,Donald Trump,republican,5571.0
2016,Wayne,Hillary Clinton,democrat,1048.0
2016,Wayne,Donald Trump,republican,6967.0
2016,White,Hillary Clinton,democrat,1412.0
2016,White,Donald Trump,republican,5640.0
2016,Whiteside,Hillary Clinton,democrat,11035.0
2016,Whiteside,Donald Trump,republican,12615.0
2016,Will,Hillary Clinton,democrat,151927.0
2016,Will,Donald Trump,republican,132720.0
2016,Williamson,Hillary Clinton,democrat,8581.0
2016,Williamson,Donald Trump,republican,21570.0
2016,Winnebago,Hillary Clinton,democrat,55713.0
2016,Winnebago,Donald Trump,republican,55624.0
2016,Woodford,Hillary Clinton,democrat,5092.0
2016,Woodford,Donald Trump,republican,13207.0
